row.ID;study.ID;continent;taxon;taxon.specific;taxon.arthropod.order;taxon.mammal.group;taxon.forest.generalist;metric;metric.specific;disturbance;disturbance.specific;matrix;distance.p.d;time;effect.direction;p.mean;p.sd;p.n;d.mean;d.sd;d.n;hedges.g*
1856;119;AF;b;forest specialists;;;f;ric;Mean species richness;pla;Mixed indigenous plantations;nat;NA;NA;p;des.24;0.58;3;12.juni;0.45;3;0.277410821
1857;119;AF;b;forest specialists;;;f;ric;Mean species richness;pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;p;des.24;0.58;3;okt.28;0.54;3;2.798215992
1858;119;AF;b;forest specialists;;;f;ric;Mean species richness;pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;p;des.24;0.58;3;juli.88;0.44;3;6.775690176
1859;119;AF;b;forest generalists;;;g;ric;Mean species richness;pla;Mixed indigenous plantations;nat;NA;NA;d;sep.39;0.54;3;10.juni;0.49;3;1.039552572
1860;119;AF;b;forest generalists;;;g;ric;Mean species richness;pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;d;sep.39;0.54;3;okt.73;0.49;3;2.079105145
1861;119;AF;b;forest generalists;;;g;ric;Mean species richness;pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;d;sep.39;0.54;3;aug.23;0.54;3;-1.718518519
1862;119;AF;b;forest visitors;;;f;ric;Mean species richness;pla;Mixed indigenous plantations;nat;NA;NA;d;0.49;0.27;3;0.8;0.31;3;0.853145936
1863;119;AF;b;forest visitors;;;f;ric;Mean species richness;pla;Indigenous monoculture plantations (M. eminii);nat;NA;NA;d;0.49;0.27;3;mars.16;0.27;3;7.911111111
1864;119;AF;b;forest visitors;;;f;ric;Mean species richness;pla;Exotic monoculture plantations (B. javanica);nat;NA;NA;d;0.49;0.27;3;apr.67;0.27;3;12.38518519
1865;119;AF;b;;;;;abu;Mean number of individuals (log);sec;Secondary forests;nat;NA;NA;p;jan.56;0.02;3;01.apr;0.02;3;06.apr
1866;119;AF;b;forest specialists;;;f;com;Mean number of individuals (log);sec;Secondary forests;nat;NA;NA;p;jan.33;0.04;3;0.94;0.05;3;6.890927227
1867;119;AF;b;forest generalists;;;g;com;Mean number of individuals (log);sec;Secondary forests;nat;NA;NA;d;01.juli;0.04;3;0.78;0.03;3;-6.561950929
1868;119;AF;b;forest visitors;;;f;com;Mean number of individuals (log);sec;Secondary forests;nat;NA;NA;d;0.17;0.04;3;0.98;0.03;3;18.32820777
1869;119;AF;b;;;;;ric;Mean relative number of bird species;sec;Secondary forests;nat;NA;NA;p;24.84;0.98;3;20.74;jan.47;3;2.625554789
1870;119;AF;b;forest specialists;;;f;ric;Mean relative number of bird species;sec;Secondary forests;nat;NA;NA;p;okt.73;0.4;3;aug.68;0.53;3;3.492921267
1871;119;AF;b;forest generalists;;;g;ric;Mean relative number of bird species;sec;Secondary forests;nat;NA;NA;d;sep.44;0.57;3;juli.88;jan.29;3;-1.251446222
1872;119;AF;b;forest visitors;;;f;ric;Mean relative number of bird species;sec;Secondary forests;nat;NA;NA;d;02.sep;0.94;3;mars.74;0.71;3;1.584678388
1873;119;AF;b;;;;;ric;Mean species richness;sec;Secondary forests;nat;NA;NA;p;24.79;0.8;3;20.92;0.8;3;mars.87
1874;119;AF;b;forest specialists;;;f;ric;Mean species richness;sec;Secondary forests;nat;NA;NA;p;des.24;0.58;3;juni.45;0.58;3;7.986206897
1875;119;AF;b;forest generalists;;;g;ric;Mean species richness;sec;Secondary forests;nat;NA;NA;d;sep.39;0.54;3;juli.97;0.49;3;-2.203230825
1876;119;AF;b;forest visitors;;;f;ric;Mean species richness;sec;Secondary forests;nat;NA;NA;d;0.49;0.27;3;05.mars;0.18;3;15.82875117
1877;120;SA;p;trees;;;;abu;Mean number of individuals (/.04 ha);sel;Reduced impact logged forest;nat;03.juli;1;p;14;2.236067977;5;11.mai;1.979898987;8;1.119838893
1878;120;SA;p;palms;;;;abu;Mean number of palms (/.04 ha);sel;Reduced impact logged forest;nat;03.juli;1;p;0.7;1.118033989;5;01.jan;2.2627417;8;-0.193110106
1879;120;SA;p;;;;;abu;Mean understorey density;sel;Reduced impact logged forest;nat;03.juli;1;p;05.mars;1.118033989;5;06.aug;1.414213562;8;-1.06170127
1880;120;SA;p;;;;;dem;Mean number of flower plants (/.04 ha);sel;Reduced impact logged forest;nat;03.juli;1;p;15.feb;6.708203932;5;11.mai;8.485281374;8;0.436477189
1881;120;SA;p;;;;;dem;Mean number of fruiting plants (/.04 ha);sel;Reduced impact logged forest;nat;03.juli;1;p;1;0.670820393;5;0.4;0.282842712;8;1.204989125
1882;120;SA;p;;;;;for;Mean basal area (m^2/ha);sel;Reduced impact logged forest;nat;03.juli;1;p;0.5;0.223606798;5;0.5;0.282842712;8;0
1883;120;SA;p;;;;;for;Mean canopy cover (%);sel;Reduced impact logged forest;nat;03.juli;1;p;91;2.459674775;5;88;4.242640687;8;0.75522119
1884;120;SA;p;trees;;;;for;Mean canopy height (m);sel;Reduced impact logged forest;nat;03.juli;1;p;09.aug;1.788854382;5;11;2.2627417;8;-0.530850635
1885;120;SA;p;;;;;for;Mean Erythrochiton fallax % cover;sel;Reduced impact logged forest;nat;03.juli;1;p;5;5.142956348;5;1;1.979898987;8;1.069130102
1886;120;SA;p;ferns;;;;for;Mean fern % cover;sel;Reduced impact logged forest;nat;03.juli;1;p;28.mars;6.037383539;5;23.sep;6.505382387;8;0.645668754
1887;120;SA;p;Heliconia spp.;;;;for;Mean Heliconia spp. % cover;sel;Reduced impact logged forest;nat;03.juli;1;p;15;5.590169944;5;20;9.050966799;8;-0.583704889
1888;120;SA;p;;;;;for;Mean leaf litter % cover;sel;Reduced impact logged forest;nat;03.juli;1;p;80;3.577708764;5;79;5.091168825;8;0.202276618
1889;120;SA;p;;;;;for;Mean leaf litter depth;sel;Reduced impact logged forest;nat;03.juli;1;p;02.jan;0.223606798;5;01.sep;0.282842712;8;0.707800847
1890;120;SA;p;palms;;;;for;Mean palm % cover;sel;Reduced impact logged forest;nat;03.juli;1;p;01.apr;1.118033989;5;02.feb;1.697056275;8;-0.492065081
1891;120;SA;p;;;;;for;Mean seedling % cover;sel;Reduced impact logged forest;nat;03.juli;1;d;13.mars;3.801315562;5;23.juni;6.222539674;8;1.752398139
1892;120;SA;p;palms;;;;for;Mean vine high % cover;sel;Reduced impact logged forest;nat;03.juli;1;p;10.juli;4.695742753;5;03.aug;2.828427125;8;1.77277794
1893;120;SA;p;palms;;;;for;Mean vine low % cover;sel;Reduced impact logged forest;nat;03.juli;1;p;19.sep;6.037383539;5;13.juli;5.374011537;8;1.025450985
1894;120;SA;p;trees;;;;ric;Mean number of tree species (/.04 ha);sel;Reduced impact logged forest;nat;03.juli;1;p;08.apr;1.118033989;5;07.juli;1.414213562;8;0.495460593
1895;121;AF;p;trees and shrubs;;;;ric;Cumulative species richness (n = 13);agr;Home gardens;nat;3;NA;p;36.19;36.66475874;15;26.28;44.95526517;14;0.23569522
1896;121;AF;p;vascular epiphytes;;;;ric;Cumulative species richness (n = 13);agr;Home gardens;nat;3;NA;p;28.76;34.38744453;15;23.38;46.34865838;14;0.128832041
1897;121;AF;p;mosses;;;;ric;Cumulative species richness (n = 13);agr;Home gardens;nat;3;NA;p;91.12;39.01798342;15;54.91;61.6759837;14;0.687466682
1898;121;AF;p;liverworts;;;;ric;Cumulative species richness (n = 13);agr;Home gardens;nat;3;NA;p;88.35;53.06142104;15;41.03;29.04124797;14;1.064734652
1899;121;AF;p;vascular epiphytes;;;;ric;Mean species density (/200 m^2 plot);agr;Home gardens;nat;3;NA;p;05.jan;6.831942623;15;feb.69;7.406984963;14;0.316946454
1900;121;AF;p;mosses;;;;ric;Mean species density (/200 m^2 plot);agr;Home gardens;nat;3;NA;p;15.13;18.44624508;15;nov.88;16.35403611;14;0.180815346
1901;121;AF;p;liverworts;;;;ric;Mean species density (/200 m^2 plot);agr;Home gardens;nat;3;NA;p;17.16;20.79946976;15;sep.45;18.26078471;14;0.381983827
1902;121;AF;p;trees and shrubs;;;;ric;Mean species density (/entire plot);agr;Home gardens;nat;3;NA;p;aug.43;11.38657104;15;mai.61;6.160264722;14;0.2964261
1903;121;AF;p;vascular epiphytes;;;;ric;Mean species density (/entire plot);agr;Home gardens;nat;3;NA;p;aug.84;9.488809198;15;juni.21;10.48711732;14;0.256088484
1904;121;AF;p;mosses;;;;ric;Mean species density (/entire plot);agr;Home gardens;nat;3;NA;p;30.15;15.40982614;15;21.22;11.88051053;14;0.627890637
1905;121;AF;p;liverworts;;;;ric;Mean species density (/entire plot);agr;Home gardens;nat;3;NA;p;34.08;30.21236849;15;16.92;18.18744823;14;0.663154805
1906;121;AF;p;trees and shrubs;;;;ric;Cumulative species richness (n = 13);pla;Exotic plantations;nat;2;NA;p;36.19;36.66475874;15;23.92;47.48943696;13;0.283574421
1907;121;AF;p;vascular epiphytes;;;;ric;Cumulative species richness (n = 13);pla;Exotic plantations;nat;2;NA;p;28.76;34.38744453;15;14.89;26.00612024;13;0.437154118
1908;121;AF;p;mosses;;;;ric;Cumulative species richness (n = 13);pla;Exotic plantations;nat;2;NA;p;91.12;39.01798342;15;76.17;52.78959733;13;0.316286437
1909;121;AF;p;liverworts;;;;ric;Cumulative species richness (n = 13);pla;Exotic plantations;nat;2;NA;p;88.35;53.06142104;15;62.24;24.66341294;13;0.598026826
1910;121;AF;p;vascular epiphytes;;;;ric;Mean species density (/200 m^2 plot);pla;Exotic plantations;nat;2;NA;p;05.jan;6.831942623;15;0.42;2.96808981;13;0.824693125
1911;121;AF;p;mosses;;;;ric;Mean species density (/200 m^2 plot);pla;Exotic plantations;nat;2;NA;p;15.13;18.44624508;15;10.mai;28.69153483;13;0.207831228
1912;121;AF;p;liverworts;;;;ric;Mean species density (/200 m^2 plot);pla;Exotic plantations;nat;2;NA;p;17.16;20.79946976;15;okt.45;22.82602401;13;0.299406306
1913;121;AF;p;trees and shrubs;;;;ric;Mean species density (/entire plot);pla;Exotic plantations;nat;2;NA;p;aug.43;11.38657104;15;mai.19;10.60032075;13;0.285171806
1914;121;AF;p;vascular epiphytes;;;;ric;Mean species density (/entire plot);pla;Exotic plantations;nat;2;NA;p;aug.84;9.488809198;15;03.jan;7.63223094;13;0.64192557
1915;121;AF;p;mosses;;;;ric;Mean species density (/entire plot);pla;Exotic plantations;nat;2;NA;p;30.15;15.40982614;15;28.32;24.45140653;13;0.088415405
1916;121;AF;p;liverworts;;;;ric;Mean species density (/entire plot);pla;Exotic plantations;nat;2;NA;p;34.08;30.21236849;15;25.62;15.82981232;13;0.333337011
1917;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;abn;Fallows;nat;13;13;p;01.jan;0.52;4;apr.78;0.52;4;-6.304347826
1918;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;abn;Fallows;nat;13;13;p;jan.25;01.apr;4;jan.94;01.aug;4;-0.40817271
1919;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;abn;Fallows;nat;13;13;p;0.47;0;4;jan.29;0.52;4;-1.939222611
1920;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;abn;Fallows;nat;13;13;p;juli.59;mars.56;4;des.54;mai.44;4;-0.936312059
1921;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;abn;Fallows;nat;13;13;p;27.82;05.jan;4;24.31;03.jan;4;0.723231472
1922;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;abn;Fallows;nat;13;13;p;0.93;0.76;4;apr.78;03.des;4;-1.474369828
1923;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;abn;Fallows;nat;13;13;p;39.65;19.jan;4;24.juli;06.feb;4;0.915527011
1924;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;abn;Fallows;nat;13;13;p;aug.17;mai.36;4;apr.78;03.des;4;0.672186263
1925;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;abn;Fallows;nat;13;13;p;38.1;des.22;4;43.06;des.94;4;-0.342708945
1926;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;agr;Fields (mosaic of small patches of cornfields, coffee plantations, abandoned plantations);nat;9;3;p;01.jan;0.52;4;0.51;01.apr;4;0.528808973
1927;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;agr;Fields (mosaic of small patches of cornfields, coffee plantations, abandoned plantations);nat;9;3;p;jan.25;01.apr;4;juni.79;05.apr;4;-1.238866587
1928;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;agr;Fields (mosaic of small patches of cornfields, coffee plantations, abandoned plantations);nat;9;3;p;juli.59;mars.56;4;aug.46;feb.82;4;-0.235574839
1929;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;agr;Fields (mosaic of small patches of cornfields, coffee plantations, abandoned plantations);nat;9;3;p;0.44;01.feb;4;okt.64;02.mars;4;-4.985420015
1930;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;agr;Fields (mosaic of small patches of cornfields, coffee plantations, abandoned plantations);nat;9;3;p;27.82;05.jan;4;09.jan;07.juli;4;2.492576443
1931;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;agr;Fields (mosaic of small patches of cornfields, coffee plantations, abandoned plantations);nat;9;3;p;0.93;0.76;4;16.41;10;4;-1.898180378
1932;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;agr;Fields (mosaic of small patches of cornfields, coffee plantations, abandoned plantations);nat;9;3;p;39.65;19.jan;4;feb.56;jan.54;4;2.380310081
1933;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;agr;Fields (mosaic of small patches of cornfields, coffee plantations, abandoned plantations);nat;9;3;p;aug.17;mai.36;4;mai.64;apr.62;4;0.439674761
1934;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;agr;Fields (mosaic of small patches of cornfields, coffee plantations, abandoned plantations);nat;9;3;p;38.1;des.22;4;09.jan;10;4;2.258547768
1935;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;01.jan;0.52;4;mai.45;feb.28;4;-2.334823775
1936;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Old restoration plots;nat;11;34;p;01.jan;0.52;4;feb.31;03.aug;4;-0.511807692
1937;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Young restoration plots;nat;12;10;p;01.jan;0.52;4;feb.41;0.5;4;-2.386583035
1938;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;jan.25;01.apr;4;02.aug;jan.52;4;-1.034953729
1939;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Old restoration plots;nat;11;34;p;jan.25;01.apr;4;03.aug;02.mars;4;-0.891546492
1940;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Young restoration plots;nat;12;10;p;jan.25;01.apr;4;0.89;jan.52;4;0.24037635
1941;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;0.48;0;4;feb.43;03.apr;4;-0.788820494
1942;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Old restoration plots;nat;11;34;p;0.48;0;4;0.26;0.5;4;0.541090406
1943;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;0.47;0;4;01.mars;0.52;4;-1.962871667
1944;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;juli.59;mars.56;4;15.87;06.aug;4;-1.445212163
1945;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Old restoration plots;nat;11;34;p;juli.59;mars.56;4;40.64;11.feb;4;-3.509551045
1946;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Young restoration plots;nat;12;10;p;juli.59;mars.56;4;sep.77;05.juni;4;-0.433314848
1947;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;0.44;01.feb;4;0.57;jan.52;4;-0.087334584
1948;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Young restoration plots;nat;12;10;p;0.44;01.feb;4;0.89;0.76;4;-0.435051242
1949;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;27.82;05.jan;4;20.feb;juni.58;4;1.125603561
1950;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Old restoration plots;nat;11;34;p;27.82;05.jan;4;13.97;juni.68;4;2.026585585
1951;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Young restoration plots;nat;12;10;p;27.82;05.jan;4;19.28;feb.28;4;1.879919602
1952;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Old restoration plots;nat;11;34;p;0.93;0.76;4;mars.46;mars.84;4;-0.794809306
1953;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Young restoration plots;nat;12;10;p;0.93;0.76;4;mars.68;feb.78;4;-1.173421086
1954;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;39.65;19.jan;4;35.79;okt.64;4;0.217110891
1955;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Old restoration plots;nat;11;34;p;39.65;19.jan;4;12.mai;juni.66;4;1.677940987
1956;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Young restoration plots;nat;12;10;p;39.65;19.jan;4;07.jan;sep.14;4;1.890426328
1957;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;aug.17;mai.36;4;okt.24;mars.54;4;-0.396293159
1958;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Old restoration plots;nat;11;34;p;aug.17;mai.36;4;juli.69;apr.62;4;0.083416555
1959;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Young restoration plots;nat;12;10;p;aug.17;mai.36;4;02.mars;jan.52;4;1.355266403
1960;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Secondary forests;nat;12;28;p;38.1;des.22;4;35.18;05.aug;4;0.271339977
1961;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Old restoration plots;nat;11;34;p;38.1;des.22;4;27.18;10;4;0.850460056
1962;122;AF;m;shrew;;s;;abu;Mean number of individuals captured;sec;Young restoration plots;nat;12;10;p;38.1;des.22;4;29.94;okt.64;4;0.619314474
1963;123;SA;p;ferns, forest species;;;f;abu;Mean abundance;sec;Second-growth forests;nat;03.feb;12;p;180.35;126.86;6;sep.95;juni.22;6;1.751363858
1964;123;SA;p;ferns, generalist species;;;g;abu;Mean abundance;sec;Second-growth forests;nat;03.feb;12;d;20.51;16.99;6;137.74;135.93;6;1.117146527
1965;123;SA;p;ferns, forest species;;;f;ric;Mean richness;sec;Second-growth forests;nat;03.feb;12;p;11.juli;mai.17;6;jan.14;0.79;6;2.47856126
1966;123;SA;p;ferns, generalist species;;;g;ric;Mean richness;sec;Second-growth forests;nat;03.feb;12;d;feb.31;0.83;6;03.apr;jan.24;6;0.638652184
1967;123;SA;p;ferns, forest species;;;f;abu;Mean abundance;shd;Shade cacao plantations;nat;03.feb;NA;p;180.35;126.86;6;24.88;18.65;6;1.582820439
1968;123;SA;p;ferns, generalist species;;;g;abu;Mean abundance;shd;Shade cacao plantations;nat;03.feb;NA;d;20.51;16.99;6;151.34;25.48;6;5.576788376
1969;123;SA;p;ferns, forest species;;;f;ric;Mean richness;shd;Shade cacao plantations;nat;03.feb;NA;p;11.juli;mai.17;6;feb.46;jan.93;6;2.036738615
1970;123;SA;p;ferns, generalist species;;;g;ric;Mean richness;shd;Shade cacao plantations;nat;03.feb;NA;d;feb.31;0.83;6;juli.85;feb.16;6;3.125382635
1971;123;SA;a;frugivorous butterflies, forest species;l;;f;abu;Mean abundance;sec;Second-growth forests;nat;02.mars;12;p;23.52;juli.24;6;13.66;sep.26;6;1.09504123
1972;123;SA;a;frugivorous butterflies, generalist species;l;;g;abu;Mean abundance;sec;Second-growth forests;nat;02.mars;12;d;15.36;mars.77;6;62.9;33.91;6;1.818933149
1973;123;SA;a;frugivorous butterflies, forest species;l;;f;ric;Mean richness;sec;Second-growth forests;nat;02.mars;12;p;10.feb;feb.49;6;7;02.des;6;1.277387398
1974;123;SA;a;frugivorous butterflies, generalist species;l;;g;ric;Mean richness;sec;Second-growth forests;nat;02.mars;12;d;sep.91;02.des;6;18.juli;feb.73;6;3.081826362
1975;123;SA;a;frugivorous butterflies, forest species;l;;f;abu;Mean abundance;shd;Shade cacao plantations;nat;03.feb;NA;p;23.52;juli.24;6;24.juli;nov.52;6;-0.113213664
1976;123;SA;a;frugivorous butterflies, generalist species;l;;g;abu;Mean abundance;shd;Shade cacao plantations;nat;03.feb;NA;d;15.36;mars.77;6;81.45;24.juni;6;3.542631361
1977;123;SA;a;frugivorous butterflies, forest species;l;;f;ric;Mean richness;shd;Shade cacao plantations;nat;03.feb;NA;p;10.feb;feb.49;6;apr.66;jan.52;6;2.479049042
1978;123;SA;a;frugivorous butterflies, generalist species;l;;g;ric;Mean richness;shd;Shade cacao plantations;nat;03.feb;NA;d;sep.91;02.des;6;16.23;mars.35;6;2.081069215
1979;123;SA;m;small mammals, forest species;;s;f;abu;Mean abundance;sec;Second-growth forests;nat;02.mars;12;p;28.87;sep.43;6;22.91;aug.22;6;0.621943992
1980;123;SA;m;small mammals, generalist species;;s;g;abu;Mean abundance;sec;Second-growth forests;nat;02.mars;12;d;mars.85;0.97;6;35.64;19.27;6;2.1508602
1981;123;SA;m;small mammals, forest species;;s;f;ric;Mean richness;sec;Second-growth forests;nat;02.mars;12;p;mai.34;0.51;6;mai.51;02.juni;6;-0.104572403
1982;123;SA;m;small mammals, generalist species;;s;g;ric;Mean richness;sec;Second-growth forests;nat;02.mars;12;d;jan.84;0.75;6;mars.83;0.98;6;2.105088092
1983;123;SA;m;small mammals, forest species;;s;f;abu;Mean abundance;shd;Shade cacao plantations;nat;02.mars;NA;p;28.87;sep.43;6;25.45;aug.69;6;0.348156047
1984;123;SA;m;small mammals, generalist species;;s;g;abu;Mean abundance;shd;Shade cacao plantations;nat;02.mars;NA;d;mars.85;0.97;6;24.63;okt.74;6;2.515533182
1985;123;SA;m;small mammals, forest species;;s;f;ric;Mean richness;shd;Shade cacao plantations;nat;02.mars;NA;p;mai.34;0.51;6;05.jan;01.sep;6;0.357974886
1986;123;SA;m;small mammals, generalist species;;s;g;ric;Mean richness;shd;Shade cacao plantations;nat;02.mars;NA;d;jan.84;0.75;6;mars.17;0.99;6;1.397905678
1987;123;SA;m;bats, forest species;;b;f;abu;Mean abundance;sec;Second-growth forests;nat;03.feb;12;p;0.87;0.79;6;0.07;0;6;1.321952308
1988;123;SA;m;bats, generalist species;;b;g;abu;Mean abundance;sec;Second-growth forests;nat;03.feb;12;d;45.22;10.juni;6;27.apr;14.apr;6;-1.32430569
