row.ID;study.ID;continent;taxon;taxon.specific;taxon.arthropod.order;taxon.mammal.group;taxon.forest.generalist;metric;metric.specific;disturbance;disturbance.specific;matrix;distance.p.d;time;effect.direction;p.mean;p.sd;p.n;d.mean;d.sd;d.n;hedges.g*
1202;65;AF;b;medium-sized foliage gleaners;;;;ric;Mean estimated species richness (jackknife estimator);agf;Agroforestry systems (cacao/coffee/plantation production);nat;02.mai;0;p;10;3;6;06.sep;01.feb;6;1.25246136
1203;65;AF;b;large foliage gleaners;;;;ric;Mean estimated species richness (jackknife estimator);agf;Agroforestry systems (cacao/coffee/plantation production);nat;02.mai;0;p;10.feb;2;6;4;01.juni;6;3.160040592
1204;65;AF;b;small foliage gleaners;;;;ric;Mean estimated species richness (jackknife estimator);agf;Agroforestry systems (cacao/coffee/plantation production);nat;02.mai;0;p;12.apr;01.mars;6;10.aug;4;6;0.496602564
1205;65;AF;b;;;;;abu;Mean number of individuals per sampling station;sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;255.2;24.feb;6;243.8;48.9;6;0.272759112
1206;65;AF;b;;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;79.7;05.aug;6;74.5;06.feb;6;0.799555926
1207;65;AF;b;insectivores;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;48.5;04.apr;6;44.1;03.jan;6;1.067164379
1208;65;AF;b;frugivores;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;14.juli;04.apr;6;17.mars;04.mars;6;-0.551687695
1209;65;AF;b;granivores;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;02.mai;1;6;01.sep;0.1;6;0.779369588
1210;65;AF;b;flower visitors;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;03.apr;01.juni;6;02.aug;01.apr;6;0.368412981
1211;65;AF;b;omnivores;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;7;03.juli;6;06.apr;01.aug;6;0.190359985
1212;65;AF;b;restricted-range species;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;61.1;05.sep;6;60.6;06.jan;6;0.076912395
1213;65;AF;b;Phcnonotidae;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;16.mars;05.apr;6;15.feb;02.aug;6;0.236072128
1214;65;AF;b;ant followers;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;14.jan;01.mars;6;13.juni;02.feb;6;0.255426707
1215;65;AF;b;terrestrial insectivores;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;08.apr;01.juni;6;05.juli;01.juni;6;1.557692308
1216;65;AF;b;medium-sized foliage gleaners;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;10;3;6;09.juni;02.feb;6;0.140360478
1217;65;AF;b;large foliage gleaners;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;10.feb;2;6;06.aug;01.mai;6;1.775381949
1218;65;AF;b;small foliage gleaners;;;;ric;Mean estimated species richness (jackknife estimator);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;12.apr;01.mars;6;10.mai;02.juli;6;0.827691174
1219;65;AF;p;understory plants;;;f;abu;Mean density (individuals/9 m^2);agr;Annual cultures (subsistence crop production: cassava, yams, maize, groundnuts);nat;02.mai;0;p;33.3;04.feb;6;88.2;06.juni;6;-9.161140103
1220;65;AF;p;overstory trees;;;;abu;Mean density (individuals/900 m^2);agr;Annual cultures (subsistence crop production: cassava, yams, maize, groundnuts);nat;02.mai;0;p;51.3;12;6;09.juli;2;6;4.463909328
1221;65;AF;p;overstory trees;;;;for;Mean basal area (m^2/ha);agr;Annual cultures (subsistence crop production: cassava, yams, maize, groundnuts);nat;02.mai;0;p;48.7;14.juni;6;04.sep;03.sep;6;3.783619684
1222;65;AF;p;understory plants;;;f;abu;Mean density (individuals/9 m^2);agf;Agroforestry systems (cacao/coffee/plantation production);nat;02.mai;0;p;33.3;04.feb;6;22.aug;03.apr;6;2.536592856
1223;65;AF;p;overstory trees;;;;abu;Mean density (individuals/900 m^2);agf;Agroforestry systems (cacao/coffee/plantation production);nat;02.mai;0;p;51.3;12;6;34;07.sep;6;1.571931539
1224;65;AF;p;overstory trees;;;;for;Mean basal area (m^2/ha);agf;Agroforestry systems (cacao/coffee/plantation production);nat;02.mai;0;p;48.7;14.juni;6;32.7;07.jan;6;1.286544717
1225;65;AF;p;understory plants;;;f;abu;Mean density (individuals/9 m^2);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;33.3;04.feb;6;60.7;17.aug;6;-1.955772689
1226;65;AF;p;overstory trees;;;;abu;Mean density (individuals/900 m^2);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;51.3;12;6;47.7;08.jan;6;0.324600656
1227;65;AF;p;overstory trees;;;;for;Mean basal area (m^2/ha);sec;Secondary forests (overgrown agricultural areas along the main road, canopy cover <60%);nat;02.mai;NA;p;48.7;14.juni;6;40;19.juli;6;0.463174455
1228;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agr;Annual croplands;nat;02.mai;NA;p;01.juli;0.8;6;0.3;0.5;6;1.937251135
1229;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agr;Annual croplands;nat;02.mai;NA;p;0;0;6;0.2;0.4;6;-0.652713952
1230;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agr;Annual croplands;nat;02.mai;NA;p;0.2;0.4;6;0.3;0.5;6;-0.203873587
1231;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agr;Annual croplands;nat;02.mai;NA;p;0;0;6;1;0.6;6;-2.175713173
1232;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agr;Annual croplands;nat;02.mai;NA;p;0.2;0.4;6;0.7;0.5;6;-1.019367933
1233;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agr;Annual croplands;nat;02.mai;NA;p;0.2;0.4;6;03.aug;02.mai;6;-1.856206878
1234;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agr;Annual croplands;nat;02.mai;NA;p;0;0;6;0.5;0.8;6;-0.81589244
1235;66;AF;a;butterflies;l;;;ric;Estimated species richness (1 estimator);agr;Annual croplands;nat;02.mai;NA;p;34.54;aug.48;6;17.apr;05.mars;6;2.284494263
1236;66;AF;a;butterflies;l;;;ric;Rarefied species richness (n = 175 individuals);agr;Annual croplands;nat;02.mai;NA;p;43.8;02.juni;6;27;0;6;8.435072609
1237;66;AF;a;butterflies;l;;;ric;Total species richness (observed);agr;Annual croplands;nat;02.mai;NA;p;270;50.5;6;175;100.8;6;1.099989442
1238;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;01.juli;0.8;6;0.3;0.5;6;1.937251135
1239;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;03.feb;01.feb;6;0.2;0.4;6;3.096094123
1240;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;02.aug;01.mars;6;0.3;0.5;6;2.343106535
1241;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;0.7;0.5;6;0.3;0.5;6;0.738461538
1242;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;0;0;6;0.8;0.4;6;-2.610855807
1243;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;0;0;6;0.8;0.4;6;-2.610855807
1244;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;0.2;0.4;6;2;01.apr;6;-1.613828817
1245;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;0;0;6;01.aug;0.8;6;-2.937212783
1246;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;0.2;0.4;6;03.juli;01.sep;6;-2.353153516
1247;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;0.2;0.4;6;03.feb;01.juni;6;-2.374595794
1248;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;agf;Agroforestry systems;nat;02.mai;NA;p;0;0;6;01.aug;0.8;6;-2.937212783
1249;66;AF;a;butterflies;l;;;ric;Estimated species richness (1 estimator);agf;Agroforestry systems;nat;02.mai;NA;p;34.54;aug.48;6;36.37;07.juni;6;-0.216502224
1250;66;AF;a;butterflies;l;;;ric;Rarefied species richness (n = 175 individuals);agf;Agroforestry systems;nat;02.mai;NA;p;43.8;02.juni;6;36;02.aug;6;2.664839557
1251;66;AF;a;butterflies;l;;;ric;Total species richness (observed);agf;Agroforestry systems;nat;02.mai;NA;p;270;50.5;6;412;52.9;6;-2.534654332
1252;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;01.juli;0.8;6;01.juli;0.8;6;0
1253;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;03.feb;01.feb;6;0.2;0.4;6;3.096094123
1254;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;0.7;0.5;6;1;0;6;-0.783256742
1255;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;01.feb;0.4;6;0.3;0.5;6;1.834862279
1256;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;02.aug;01.mars;6;02.feb;01.mars;6;0.426035503
1257;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;0.7;0.5;6;01.feb;0.4;6;-1.019367933
1258;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;0;0;6;0.7;0.5;6;-1.827599065
1259;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;0.7;0.5;6;0.7;0.5;6;0
1260;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;0;0;6;0.2;0.4;6;-0.652713952
1261;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;0;0;6;0.2;0.4;6;-0.652713952
1262;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;0.2;0.4;6;0.3;0.5;6;-0.203873587
1263;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;0.2;0.4;6;0.7;0.5;6;-1.019367933
1264;66;AF;a;butterfly;l;;;abu;Mean maximum number of individuals recorded during single visits;sec;Secondary forest;nat;02.mai;NA;p;0.2;0.4;6;0.7;0.8;6;-0.729756383
1265;66;AF;a;butterflies;l;;;ric;Estimated species richness (1 estimator);sec;Secondary forest;nat;02.mai;NA;p;34.54;aug.48;6;43.63;mars.61;6;-1.287520805
1266;66;AF;a;butterflies;l;;;ric;Rarefied species richness (n = 175 individuals);sec;Secondary forest;nat;02.mai;NA;p;43.8;02.juni;6;50.1;02.juni;6;-2.236686391
1267;66;AF;a;butterflies;l;;;ric;Total species richness (observed);sec;Secondary forest;nat;02.mai;NA;p;270;50.5;6;310;88.3;6;-0.51333718
1268;66;AF;p;trees;;;;abu;Tree density (number of trees per 900 m^2);agr;Annual croplands;nat;02.mai;NA;p;51.1848;12.1166;6;sep.84;jan.52;6;4.419074022
1269;66;AF;p;understory plants;;;f;abu;Understory plant density (number of plants per 9 m^2);agr;Annual croplands;nat;02.mai;NA;p;33.3909;mars.55;6;88.2651;juni.43;6;-9.178482415
1270;66;AF;p;trees;;;;for;Tree basal area (m^2/ha);agr;Annual croplands;nat;02.mai;NA;p;48.7442;14.5662;6;apr.83;mars.85;6;3.798696625
1271;66;AF;p;trees;;;;abu;Tree density (number of trees per 900 m^2);agf;Agroforestry systems;nat;02.mai;NA;p;51.1848;12.1166;6;33.9769;juli.28;6;1.547575146
1272;66;AF;p;understory plants;;;f;abu;Understory plant density (number of plants per 9 m^2);agf;Agroforestry systems;nat;02.mai;NA;p;33.3909;mars.55;6;22.8837;mars.26;6;2.629807323
1273;66;AF;p;trees;;;;for;Tree basal area (m^2/ha);agf;Agroforestry systems;nat;02.mai;NA;p;48.7442;14.5662;6;32.6974;juli.89;6;1.288557128
1274;66;AF;p;trees;;;;abu;Tree density (number of trees per 900 m^2);sec;Secondary forest;nat;02.mai;NA;p;51.1848;12.1166;6;47.866;juli.25;6;0.29847633
1275;66;AF;p;understory plants;;;f;abu;Understory plant density (number of plants per 9 m^2);sec;Secondary forest;nat;02.mai;NA;p;33.3909;mars.55;6;60.7459;17.7904;6;-1.958476541
1276;66;AF;p;trees;;;;for;Tree basal area (m^2/ha);sec;Secondary forest;nat;02.mai;NA;p;48.7442;14.5662;6;40.1407;19.4641;6;0.461981934
1277;67;SA;a;ant;h;;;abu;Mean number of observations;pas;Pastures;NA;NA;NA;p;14.52;16.92;16;13.76;11.26238873;14;0.050755366
1278;67;SA;a;ant;h;;;abu;Mean number of observations;shd;Shaded cocoa plantations;NA;NA;NA;p;14.52;16.92;16;20.77;15.64;16;-0.373939477
1279;67;SA;a;ant;h;;;abu;Mean number of observations;pas;Pastures;NA;NA;NA;p;jan.77;02.apr;16;0.19;0.336749165;14;1.017636246
1280;67;SA;a;ant;h;;;abu;Mean number of observations;shd;Shaded cocoa plantations;NA;NA;NA;p;jan.77;02.apr;16;jan.64;mars.48;16;0.044427197
1281;68;AS;p;trees, dbh 2-5 cm;;;;ric;Mean species richness (1000 m^2);agf;Most intensively managed benzoin garden;NA;NA;NA;d;36.43;10.48715881;5;19.94;06.des;9;-1.966437794
1282;68;AS;p;trees, dbh 2-5 cm;;;;ric;Mean species richness (1000 m^2);agf;Moderately intensively managed benzoin garden;NA;NA;NA;d;36.43;10.48715881;5;28.89;9.036824664;18;-0.778895947
1283;68;AS;p;trees, dbh 2-5 cm;;;;ric;Mean species richness (1000 m^2);agf;Least intensively managed benzoin garden;NA;NA;NA;d;36.43;10.48715881;5;25.97;8.411135476;17;-1.135073217
1284;68;AS;p;trees, dbh 5-10 cm;;;;ric;Mean species richness (1000 m^2);agf;Most intensively managed benzoin garden;NA;NA;NA;d;25.17;6.529318494;5;16.apr;jan.59;9;-2.143782682
1285;68;AS;p;trees, dbh 5-10 cm;;;;ric;Mean species richness (1000 m^2);agf;Moderately intensively managed benzoin garden;NA;NA;NA;d;25.17;6.529318494;5;23.apr;9.800499987;18;-0.221543071
1286;68;AS;p;trees, dbh 5-10 cm;;;;ric;Mean species richness (1000 m^2);agf;Least intensively managed benzoin garden;NA;NA;NA;d;25.17;6.529318494;5;21.sep;14.26594546;17;-0.299858994
1287;68;AS;p;trees, dbh >10 cm;;;;ric;Mean species richness (1000 m^2);agf;Most intensively managed benzoin garden;NA;NA;NA;p;31.99;8.340533556;5;03.jan;feb.94;9;5.042253374
1288;68;AS;p;trees, dbh >10 cm;;;;ric;Mean species richness (1000 m^2);agf;Moderately intensively managed benzoin garden;NA;NA;NA;p;31.99;8.340533556;5;16.31;12.00667314;18;1.32576733
1289;68;AS;p;trees, dbh >10 cm;;;;ric;Mean species richness (1000 m^2);agf;Least intensively managed benzoin garden;NA;NA;NA;p;31.99;8.340533556;5;21.89;7.668976464;17;1.244437446
1290;68;AS;p;trees;;;;ric;Mean species richness (1000 m^2);agf;Most intensively managed benzoin garden;NA;NA;NA;p;50.87;10.71076561;5;26.32;mai.58;9;2.992185604
1291;68;AS;p;trees;;;;ric;Mean species richness (1000 m^2);agf;Moderately intensively managed benzoin garden;NA;NA;NA;p;50.87;10.71076561;5;41.3;10.90358657;18;0.848807616
1292;68;AS;p;trees;;;;ric;Mean species richness (1000 m^2);agf;Least intensively managed benzoin garden;NA;NA;NA;p;50.87;10.71076561;5;43.69;10.22530195;17;0.669042415
1293;68;AS;p;trees, dbh 2-5 cm;;;;ric;Mean species richness (1000 m^2);sec;Secondary forests;NA;NA;30;d;36.43;10.48715881;5;38.55;8.608292514;3;0.186199255
1294;68;AS;p;trees, dbh 5-10 cm;;;;ric;Mean species richness (1000 m^2);sec;Secondary forests;NA;NA;30;d;25.17;6.529318494;5;25.88;2.909845357;3;0.110453389
1295;68;AS;p;trees, dbh >10 cm;;;;ric;Mean species richness (1000 m^2);sec;Secondary forests;NA;NA;30;p;31.99;8.340533556;5;25.52;7.534421013;3;0.696231598
1296;68;AS;p;trees;;;;ric;Mean species richness (1000 m^2);sec;Secondary forests;NA;NA;30;p;50.87;10.71076561;5;50.34;7.066767295;3;0.047757419
1297;69;CA;a;beetles;c;;;abu;Mean abundance;pas;Pastures;dis;NA;NA;p;211;15.55634919;2;140.5;70.00357134;2;0.794472586
1298;69;CA;a;beetles;c;;;ric;Mean estimated species richness (first-order Jackknife);pas;Pastures;dis;NA;NA;p;145;25.45584412;2;103.5;43.13351365;2;0.669603929
1299;69;CA;a;beetles;c;;;ric;Mean species richness (observed);pas;Pastures;dis;NA;NA;p;85.5;12.02081528;2;64.5;27.57716447;2;0.564120594
1300;69;CA;a;beetles;c;;;abu;Mean abundance;pla;Forest plantations (Verbenaceae, Gmelina arborea);dis;NA;NA;p;211;15.55634919;2;51.5;27.57716447;2;4.070946977
1301;69;CA;a;beetles;c;;;ric;Mean estimated species richness (first-order Jackknife);pla;Forest plantations (Verbenaceae, Gmelina arborea);dis;NA;NA;p;145;25.45584412;2;63;19.79898987;2;2.054821645
1302;69;CA;a;beetles;c;;;ric;Mean species richness (observed);pla;Forest plantations (Verbenaceae, Gmelina arborea);dis;NA;NA;p;85.5;12.02081528;2;34;14.14213562;2;2.242278564
1303;69;CA;a;beetles;c;;;abu;Mean abundance;sec;Secondary forests (naturally regenerated forest in sites which have been previously cleared for agriculture);dis;NA;NA;p;211;15.55634919;2;105.5;21.92031022;2;3.17183424
1304;69;CA;a;beetles;c;;;ric;Mean estimated species richness (first-order Jackknife);sec;Secondary forests (naturally regenerated forest in sites which have been previously cleared for agriculture);dis;NA;NA;p;145;25.45584412;2;106;15.55634919;2;1.056444175
1305;69;CA;a;beetles;c;;;ric;Mean species richness (observed);sec;Secondary forests (naturally regenerated forest in sites which have been previously cleared for agriculture);dis;NA;NA;p;85.5;12.02081528;2;58.5;7.778174593;2;1.523925663
1306;69;CA;a;beetles;c;;;abu;Mean abundance;sel;Selectively logged forests;dis;NA;NA;p;211;15.55634919;2;430;4.242640687;2;-10.97575464
1307;69;CA;a;beetles;c;;;ric;Mean estimated species richness (first-order Jackknife);sel;Selectively logged forests;dis;NA;NA;p;145;25.45584412;2;165;42.42640687;2;-0.326663972
1308;69;CA;a;beetles;c;;;ric;Mean species richness (observed);sel;Selectively logged forests;dis;NA;NA;p;85.5;12.02081528;2;105;16.97056275;2;-0.757737018
1309;70;CA;a;ants;h;;;abu;Mean log number of individuals per sample, dry season;pas;Open pastures;pas;21;NA;p;jan.33;0.259807621;3;feb.13;0.207846097;3;-2.720327309
1310;70;CA;a;ants;h;;;abu;Mean log number of individuals per sample, dry season;pas;Isolated remnant trees in pastures;pas;21;NA;p;jan.33;0.259807621;3;02.sep;0.225166605;3;-2.500977813
1311;70;CA;a;ants;h;;;abu;Mean log number of individuals per sample, wet season;pas;Open pastures;pas;21;NA;p;0.96;0.207846097;3;jan.71;0.121243557;3;-3.526362592
1312;70;CA;a;ants;h;;;abu;Mean log number of individuals per sample, wet season;pas;Isolated remnant trees in pastures;pas;21;NA;p;0.96;0.207846097;3;02.jan;0.190525589;3;-4.213186843
1313;70;CA;a;ants, arboreal species;h;;f;ric;Mean number of species per sample, dry season;pas;Isolated remnant trees in pastures;pas;21;NA;p;juni.77;1.26439709;3;8;1.420281662;3;-0.731815983
1314;70;CA;a;ants, terrestrial species;h;;;ric;Mean number of species per sample, dry season;pas;Open pastures;pas;21;NA;p;06.jan;1.177794549;3;juli.34;0.588897275;3;-1.14269961
1315;70;CA;a;ants, terrestrial species;h;;;ric;Mean number of species per sample, dry season;pas;Isolated remnant trees in pastures;pas;21;NA;p;06.jan;1.177794549;3;sep.34;0.98726896;3;-2.451424179
1316;70;CA;a;ants, arboreal species;h;;f;ric;Mean number of species per sample, wet season;pas;Isolated remnant trees in pastures;pas;21;NA;p;juli.63;1.454922678;3;09.mai;1.991858429;3;-0.857711596
1317;70;CA;a;ants, terrestrial species;h;;;ric;Mean number of species per sample, wet season;pas;Open pastures;pas;21;NA;p;apr.18;1.195115057;3;juni.16;0.554256258;3;-1.700426507
1318;70;CA;a;ants, terrestrial species;h;;;ric;Mean number of species per sample, wet season;pas;Isolated remnant trees in pastures;pas;21;NA;p;apr.18;1.195115057;3;sep.94;1.316358614;3;-3.665290075
1319;70;CA;a;ants;h;;;abu;Mean log number of individuals per sample, dry season;sec;Secondary regrowth;pas;21;NA;p;jan.33;0.259807621;3;jan.34;2.459512147;3;-0.004574529
1320;70;CA;a;ants;h;;;abu;Mean log number of individuals per sample, wet season;sec;Secondary regrowth;pas;21;NA;p;0.96;0.207846097;3;jan.46;0.155884573;3;-2.177324214
1321;70;CA;a;ants, arboreal species;h;;f;ric;Mean number of species per sample, dry season;sec;Secondary regrowth;pas;21;NA;p;juni.77;1.26439709;3;juli.51;1.039230485;3;-0.511534189
1322;70;CA;a;ants, terrestrial species;h;;;ric;Mean number of species per sample, dry season;sec;Secondary regrowth;pas;21;NA;p;06.jan;1.177794549;3;aug.28;1.299038106;3;-1.464635202
1323;70;CA;a;ants, arboreal species;h;;f;ric;Mean number of species per sample, wet season;sec;Secondary regrowth;pas;21;NA;p;juli.63;1.454922678;3;okt.68;1.558845727;3;-1.618273411
1324;70;CA;a;ants, terrestrial species;h;;;ric;Mean number of species per sample, wet season;sec;Secondary regrowth;pas;21;NA;p;apr.18;1.195115057;3;juni.16;1.26439709;3;-1.287549589
1325;71;AS;a;spiders;;;;abu;Mean individual density (/100 m^2);dis;Disturbed forest fragments;nat;04.juni;NA;p;9.806666667;2.033576488;3;aug.75;1.900287259;4;0.688939916
1326;71;AS;a;spiders;;;;abu;Mean individual density (/100 m^2);dis;Highly disturbed forest fragments;nat;4;NA;p;9.806666667;2.033576488;3;juni.42;1.699205697;3;1.445853695
1327;71;AS;a;spiders;;;;ric;Mean estimated species richness (first order Jackknife);dis;Disturbed forest fragments;nat;04.juni;NA;p;81.58666667;19.89162219;3;85.01;8.859424361;4;-0.201165315
1328;71;AS;a;spiders;;;;ric;Mean estimated species richness (first order Jackknife);dis;Highly disturbed forest fragments;nat;4;NA;p;81.58666667;19.89162219;3;77.20333333;5.652878323;3;0.239814012
1329;71;AS;a;spiders;;;;ric;Mean rarefied species richness (no. species/200 individuals);dis;Disturbed forest fragments;nat;04.juni;NA;p;40.45333333;3.996777869;3;48.035;5.509830608;4;-1.287130613
1330;71;AS;a;spiders;;;;ric;Mean rarefied species richness (no. species/200 individuals);dis;Highly disturbed forest fragments;nat;4;NA;p;40.45333333;3.996777869;3;48.31666667;3.93905234;3;-1.585341442
1331;71;AS;a;spiders;;;;ric;Mean species density (/100 m^2);dis;Disturbed forest fragments;nat;04.juni;NA;p;2.513333333;0.313900196;3;feb.76;0.417692072;4;-0.547211106
1332;71;AS;a;spiders;;;;ric;Mean species density (/100 m^2);dis;Highly disturbed forest fragments;nat;4;NA;p;2.513333333;0.313900196;3;2.373333333;0.336055551;3;0.344438795
1333;71;AS;a;spiders;;;;abu;Mean individual density (/100 m^2);pla;Coffee plantations;nat;6;NA;p;9.806666667;2.033576488;3;okt.55;1.103086579;2;-0.303991772
1334;71;AS;a;spiders;;;;ric;Mean estimated species richness (first order Jackknife);pla;Coffee plantations;nat;6;NA;p;81.58666667;19.89162219;3;89.49;16.51801441;2;-0.305180651
1335;71;AS;a;spiders;;;;ric;Mean rarefied species richness (no. species/200 individuals);pla;Coffee plantations;nat;6;NA;p;40.45333333;3.996777869;3;44.575;6.257895014;2;-0.615695985
1336;71;AS;a;spiders;;;;ric;Mean species density (/100 m^2);pla;Coffee plantations;nat;6;NA;p;2.513333333;0.313900196;3;feb.96;0.806101731;2;-0.611411993
1337;72;AS;p;shrubs;;;;abu;Mean shrub density (/236 m^2), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;69.7;34.84;4;28.mars;18.56713225;6;1.453359776
1338;72;AS;p;shrubs;;;;abu;Mean shrub density (/236 m^2), Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;juni.82;8.474697635;5;06.juni;5.075874309;5;0.098272815
1339;72;AS;p;shrubs;;;;abu;Mean shrub density (/236 m^2), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;154.54;139.4;4;47.73;27.82620348;6;1.09437916
1340;72;AS;p;trees;;;;abu;Mean tree density (/942 m^2), Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;57.72;12;4;28.97;16.70552005;6;1.718168279
1341;72;AS;p;trees;;;;abu;Mean tree density (/942 m^2), Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;28.34;11.58283212;5;32.9;17.5754943;5;-0.276722776
1342;72;AS;p;trees;;;;abu;Mean tree density (/942 m^2), scrub forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;p;16.97;03.mars;4;13.45;6.074734562;6;0.610199827
1343;72;AS;p;;;;;for;Mean % ground bare, Anogeissus-dominated forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;d;67.86;13.juli;4;66.3;15.2603211;6;-0.095887569
1344;72;AS;p;;;;;for;Mean % ground bare, Riparian forest;oth;Disturbed forest sites (high pressure of biomass extraction);nat;NA;NA;d;86.85;4.874628191;5;81.25;7.647352483;5;-0.788764308
